"Image Name","PID","Session Name","Session#","Mem Usage","Status","User Name","CPU Time","Window Title"
"acwebbrowser.exe","5920","Console","29","33,632 K","Running","SERSD\tc20791","0:00:00","N/A"
"acwebbrowser.exe","740","Console","29","52,740 K","Not Responding","SERSD\tc20791","0:00:00","AngleHiddenWindow"
"acwebbrowser.exe","220","Console","29","42,144 K","Unknown","SERSD\tc20791","0:00:00","N/A"
"fontdrvhost.exe","4144","Console","29","4,384 K","Unknown","N/A","0:00:00","N/A"
"PrivacyIconClient.exe","6372","Console","29","23,036 K","Running","SERSD\tc20791","0:00:01","N/A"
"svchost.exe","9956","Console","29","20,408 K","Unknown","SERSD\tc20791","0:00:00","N/A"
"chrome.exe","8796","Console","29","169,304 K","Running","SERSD\tc20791","0:03:35","windows - How to set commands output as a variable in a batch file - Stack Overflow - Google Chrome"
"chrome.exe","2788","Console","29","7,800 K","Unknown","SERSD\tc20791","0:00:00","N/A"
"chrome.exe","2072","Console","29","9,672 K","Running","SERSD\tc20791","0:00:00","N/A"
"chrome.exe","4616","Console","29","104,984 K","Running","SERSD\tc20791","0:01:33","N/A"
"chrome.exe","7556","Console","29","30,240 K","Unknown","SERSD\tc20791","0:00:00","N/A"
"chrome.exe","10588","Console","29","41,684 K","Unknown","SERSD\tc20791","0:00:25","N/A"
"chrome.exe","11308","Console","29","33,572 K","Unknown","SERSD\tc20791","0:00:00","N/A"
"chrome.exe","1600","Console","29","26,560 K","Unknown","SERSD\tc20791","0:00:00","N/A"
"chrome.exe","1588","Console","29","28,708 K","Unknown","SERSD\tc20791","0:00:00","N/A"
"chrome.exe","8980","Console","29","32,376 K","Unknown","SERSD\tc20791","0:00:01","N/A"
"chrome.exe","3692","Console","29","81,064 K","Unknown","SERSD\tc20791","0:00:09","N/A"
"audiodg.exe","9720","Services","0","11,456 K","Unknown","N/A","0:00:20","N/A"
"WUDFHost.exe","12176","Services","0","7,228 K","Unknown","N/A","0:00:00","N/A"
"InstallAgent.exe","6872","Console","29","15,832 K","Unknown","SERSD\tc20791","0:00:00","N/A"
"chrome.exe","7668","Console","29","91,692 K","Unknown","SERSD\tc20791","0:00:12","N/A"
"p5.exe","5436","Console","29","75,588 K","Running","SERSD\tc20791","0:00:06","sketch.js"
"p5.exe","8708","Console","29","60,968 K","Unknown","SERSD\tc20791","0:00:01","N/A"
"p5.exe","1060","Console","29","214,336 K","Unknown","SERSD\tc20791","0:01:08","N/A"
"p5.exe","9172","Console","29","36,268 K","Unknown","SERSD\tc20791","0:00:00","N/A"
"chrome.exe","7856","Console","29","219,720 K","Unknown","SERSD\tc20791","0:14:58","N/A"
"chrome.exe","5636","Console","29","62,764 K","Unknown","SERSD\tc20791","0:00:06","N/A"
"chrome.exe","3932","Console","29","95,976 K","Unknown","SERSD\tc20791","0:01:00","N/A"
"ApplicationFrameHost.exe","972","Console","29","26,776 K","Running","SERSD\tc20791","0:00:00","Store"
"Microsoft.Photos.exe","10984","Console","29","85,672 K","Running","SERSD\tc20791","0:00:00","Photos"
"WinStore.Mobile.exe","10552","Console","29","38,304 K","Running","SERSD\tc20791","0:00:00","Store"
"SkypeHost.exe","6028","Console","29","120 K","Unknown","SERSD\tc20791","0:00:00","N/A"
"chrome.exe","3828","Console","29","160,444 K","Unknown","SERSD\tc20791","0:00:54","N/A"
"notepad.exe","9484","Console","29","13,244 K","Running","SERSD\tc20791","0:00:06","p5bat - Notepad"
"chrome.exe","11864","Console","29","86,508 K","Unknown","SERSD\tc20791","0:00:20","N/A"
"chrome.exe","11872","Console","29","87,904 K","Unknown","SERSD\tc20791","0:00:11","N/A"
"SearchProtocolHost.exe","5560","Services","0","9,000 K","Unknown","N/A","0:00:03","N/A"
"chrome.exe","6064","Console","29","30,244 K","Unknown","SERSD\tc20791","0:00:00","N/A"
"chrome.exe","6552","Console","29","70,992 K","Unknown","SERSD\tc20791","0:00:05","N/A"
"svchost.exe","3632","Services","0","5,652 K","Unknown","N/A","0:00:00","N/A"
"SearchFilterHost.exe","1380","Services","0","6,768 K","Unknown","N/A","0:00:00","N/A"
"cmd.exe","7404","Console","29","3,048 K","Running","SERSD\tc20791","0:00:00","C:\WINDOWS\system32\cmd.exe"
"conhost.exe","10488","Console","29","11,156 K","Running","SERSD\tc20791","0:00:00","OleMainThreadWndName"
"tasklist.exe","10436","Console","29","9,312 K","Unknown","SERSD\tc20791","0:00:00","N/A"
